23.01.2026                                                                                 Salida dinámica de lista                                                                                         1
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Ce. |Alm.|CMv|Razión|Registrado|Hora    |Doc.mat.  |Usuario   |Fecha doc.|Material|Texto breve de material                 |Lote  |Cantidad|   Impte.ML|Txt.cab.doc.  |Pedido|Proveedor|Txt clase-mov.    |
| 4100|4162|YR1|  2521|02.02.2025|05:53:39|7810076093|WF-BATCH  |01.02.2025|50395213|ESSENCIAL OUD FEM EDP 100ML LTM NV      |ZA0004|      1-|     4.764-|4162 258874261|      |         |SM Ventas Retail  |
| 4100|4162|YR1|  2521|02.02.2025|05:53:39|7810074362|WF-BATCH  |01.02.2025|50449703|EKOS SAB LIQ HIDRAT ESF CORP ACAI 185ML |Z40001|      1-|     1.193-|4162 258874354|      |         |SM Ventas Retail  |
| 4100|4164|YR1|  2521|02.02.2025|05:53:38|7810074736|WF-BATCH  |01.02.2025|50301036|EKOS HID POLPA MAOS PITANGA 75G LTM     |Z90014|      1-|       736-|4164 258861775|      |         |SM Ventas Retail  |
| 4100|4162|YR1|  2521|02.02.2025|05:53:38|7810074737|WF-BATCH  |01.02.2025|50395213|ESSENCIAL OUD FEM EDP 100ML LTM NV      |ZA0004|      1-|     4.764-|4162 258874317|      |         |SM Ventas Retail  |
| 4100|4153|YR1|  2521|02.02.2025|05:53:36|7810075515|WF-BATCH  |01.02.2025|50297739|ESSENCIAL FLORAL FEM EDP 100ML 2021 ARG |Z6JV04|      1-|     5.602-|4153 258792028|      |         |SM Ventas Retail  |
| 4100|4154|YR1|  2521|02.02.2025|05:53:36|7810076092|WF-BATCH  |01.02.2025|50301036|EKOS HID POLPA MAOS PITANGA 75G LTM     |Z90013|      1-|       736-|4154 258847978|      |         |SM Ventas Retail  |
| 4100|4154|YR1|  2521|02.02.2025|05:53:36|7810074248|WF-BATCH  |01.02.2025|50301036|EKOS HID POLPA MAOS PITANGA 75G LTM     |Z90013|      1-|       736-|4154 258804295|      |         |SM Ventas Retail  |
| 4100|4161|YR1|  2521|02.02.2025|05:53:36|7810076061|WF-BATCH  |01.02.2025|50301036|EKOS HID POLPA MAOS PITANGA 75G LTM     |ZA0015|      1-|       736-|4161 258798150|      |         |SM Ventas Retail  |
| 4100|4161|YR1|  2521|02.02.2025|05:53:36|7810075319|WF-BATCH  |01.02.2025|50449703|EKOS SAB LIQ HIDRAT ESF CORP ACAI 185ML |Z40003|      1-|     1.193-|4161 258778869|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:53:36|7810075318|WF-BATCH  |01.02.2025|50449703|EKOS SAB LIQ HIDRAT ESF CORP ACAI 185ML |Z40003|      1-|     1.193-|4156 258799244|      |         |SM Ventas Retail  |
| 4100|4154|YR1|  2521|02.02.2025|05:53:36|7810074550|WF-BATCH  |01.02.2025|50449703|EKOS SAB LIQ HIDRAT ESF CORP ACAI 185ML |Z70012|      1-|     1.193-|4154 258804281|      |         |SM Ventas Retail  |
| 4100|4161|YR1|  2521|02.02.2025|05:53:35|7810073970|WF-BATCH  |01.02.2025|50301036|EKOS HID POLPA MAOS PITANGA 75G LTM     |ZA0015|      1-|       736-|4161 258798176|      |         |SM Ventas Retail  |
| 4100|4148|YR1|  2521|02.02.2025|05:53:33|7810075419|WF-BATCH  |01.02.2025|50301036|EKOS HID POLPA MAOS PITANGA 75G LTM     |Z90014|      1-|       736-|4148 258829098|      |         |SM Ventas Retail  |
| 4100|4152|YR1|  2521|02.02.2025|05:53:33|7810074361|WF-BATCH  |01.02.2025|50301036|EKOS HID POLPA MAOS PITANGA 75G LTM     |ZA0015|      1-|       736-|4152 258722807|      |         |SM Ventas Retail  |
| 4100|4152|YR1|  2521|02.02.2025|05:53:33|7810076091|WF-BATCH  |01.02.2025|50391676|ESSENCIAL FLORAL FEM EDP 100ML INT LTM  |YB0002|      1-|     4.593-|4152 258791209|      |         |SM Ventas Retail  |
| 4100|4148|YR1|  2521|02.02.2025|05:53:33|7810074548|WF-BATCH  |01.02.2025|50394892|EKOS SAB LIQ ESFOL TUKUMA 185ML NV      |Z50004|      1-|     1.164-|4148 258829058|      |         |SM Ventas Retail  |
| 4100|4152|YR1|  2521|02.02.2025|05:53:33|7810075123|WF-BATCH  |01.02.2025|50449703|EKOS SAB LIQ HIDRAT ESF CORP ACAI 185ML |Z40001|      1-|     1.193-|4152 258791212|      |         |SM Ventas Retail  |
| 4100|4152|YR1|  2521|02.02.2025|05:53:33|7810074549|WF-BATCH  |01.02.2025|50449703|EKOS SAB LIQ HIDRAT ESF CORP ACAI 185ML |Z40001|      1-|     1.193-|4152 258791189|      |         |SM Ventas Retail  |
| 4100|4147|YR1|  2521|02.02.2025|05:53:30|7810076060|WF-BATCH  |01.02.2025|50301036|EKOS HID POLPA MAOS PITANGA 75G LTM     |ZA0015|      1-|       736-|4147 258808169|      |         |SM Ventas Retail  |
| 4100|4147|YR1|  2521|02.02.2025|05:53:30|7810076059|WF-BATCH  |01.02.2025|50449703|EKOS SAB LIQ HIDRAT ESF CORP ACAI 185ML |Z40003|      1-|     1.193-|4147 258792587|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:40|7810074846|WF-BATCH  |01.02.2025|50294004|EKOS NECTAR CRP MARACUJA 400ML TUT LATAM|Z60006|      1-|     1.824-|4192 258749144|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:40|7810075411|WF-BATCH  |01.02.2025|50326102|EKOS HID NECTAR MAOS MARACUJA 75G LTM   |Z90009|      1-|       681-|4192 258749141|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:40|7810075507|WF-BATCH  |01.02.2025|50326102|EKOS HID NECTAR MAOS MARACUJA 75G LTM   |Z90009|      1-|       681-|4192 258749144|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:40|7810075218|WF-BATCH  |01.02.2025|50346257|TODODIA HID DES MANGA ROSA 400ML LTM    |Y90018|      1-|     1.519-|4192 258811743|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:40|7810074159|WF-BATCH  |01.02.2025|50354599|FACES ESMALTE ROXO GEORGETOWN TERC      |Y5FB03|      1-|       507-|4192 258749143|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:40|7810075897|WF-BATCH  |01.02.2025|50462475|LUMINA COND BRILHO COR 300ML PS         |Z70009|      1-|     1.013-|4192 258811746|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:37|7810076049|WF-BATCH  |01.02.2025|50219909|NAT HOMEM SHAMPOO ANTI OLEOSIDADE 300ML |ZA0011|      1-|     1.114-|4192 258749137|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:37|7810076085|WF-BATCH  |01.02.2025|50270983|EKOS RF SAB LIQ MAOS MARACUJA 250ML NF  |Z30002|      1-|     1.136-|4192 258811723|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:37|7810074845|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0030|      1-|       699-|4192 258749140|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:37|7810075645|WF-BATCH  |01.02.2025|50326102|EKOS HID NECTAR MAOS MARACUJA 75G LTM   |Z90009|      1-|       681-|4192 258811736|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:37|7810074356|WF-BATCH  |01.02.2025|50346257|TODODIA HID DES MANGA ROSA 400ML LTM    |Y90018|      1-|     1.519-|4192 258811737|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:37|7810075794|WF-BATCH  |01.02.2025|50462509|LUMINA PROTETOR TERM 150ML TERC PS      |ZBFV15|      1-|     2.323-|4192 258811731|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:37|7810074844|WF-BATCH  |01.02.2025|50496708|TODODIA DES ROLLON MANGA 70ML           |Z90005|      1-|       539-|4192 258811735|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:34|7810075791|WF-BATCH  |01.02.2025|50271230|EKOS SAB LIQ CREM CASTANHA 195ML        |ZA0012|      1-|     1.072-|4192 258811721|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:34|7810075793|WF-BATCH  |01.02.2025|50294004|EKOS NECTAR CRP MARACUJA 400ML TUT LATAM|Z60006|      1-|     1.824-|4192 258811717|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:34|7810075896|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0030|      1-|       699-|4192 258749134|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:34|7810074644|WF-BATCH  |01.02.2025|50326102|EKOS HID NECTAR MAOS MARACUJA 75G LTM   |Z90009|      1-|       681-|4192 258811709|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:34|7810075792|WF-BATCH  |01.02.2025|50343132|ERVA DOCE DES ROLLON ANTIMANCHA 70ML    |ZB0060|      1-|       523-|4192 258811710|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:34|7810075699|WF-BATCH  |01.02.2025|50356495|UNA CORRETIVO CUSHION NUDE ME 10N       |Z50001|      1-|     1.547-|4192 258811716|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:34|7810076084|WF-BATCH  |01.02.2025|50440527|CHRONOS REF AS 60 FPS30 DIA GAIA 40G PS |ZA0006|      1-|     1.258-|4192 258811722|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:33|7810074729|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0030|      2-|     1.398-|4192 258749136|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:31|7810074355|WF-BATCH  |01.02.2025|50270985|EKOS RF SAB LIQ MAOS PITANGA 250ML NF   |Z40001|      1-|     1.129-|4192 258811701|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:31|7810075895|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0030|      1-|       699-|4192 258811707|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:31|7810075040|WF-BATCH  |01.02.2025|50343132|ERVA DOCE DES ROLLON ANTIMANCHA 70ML    |ZB0060|      1-|       523-|4192 258811699|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:31|7810075307|WF-BATCH  |01.02.2025|50343132|ERVA DOCE DES ROLLON ANTIMANCHA 70ML    |ZB0060|      1-|       523-|4192 258811705|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:31|7810074238|WF-BATCH  |01.02.2025|50462368|LUMINA COND MASC RECONS 250ML PS        |ZB0023|      1-|     1.501-|4192 258811700|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:31|7810074542|WF-BATCH  |01.02.2025|50496708|TODODIA DES ROLLON MANGA 70ML           |Z90005|      1-|       539-|4192 258811698|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:31|7810076083|WF-BATCH  |01.02.2025|50497021|EKOS EDT FRESCOR MARACUJA 75ML LTM      |Z90002|      1-|     1.993-|4192 258811709|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:30|7810074728|WF-BATCH  |01.02.2025|50404315|TODODIA DEO ROLL ON PREB SEM PR 70ML    |ZC0020|      1-|       510-|4192 258811703|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:28|7810074643|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0030|      1-|       699-|4191 258847331|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:28|7810076081|WF-BATCH  |01.02.2025|50343132|ERVA DOCE DES ROLLON ANTIMANCHA 70ML    |ZB0060|      1-|       523-|4192 258749130|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:28|7810075410|WF-BATCH  |01.02.2025|50346257|TODODIA HID DES MANGA ROSA 400ML LTM    |Y90018|      1-|     1.519-|4191 258847325|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:28|7810075118|WF-BATCH  |01.02.2025|50346257|TODODIA HID DES MANGA ROSA 400ML LTM    |Y90018|      1-|     1.519-|4192 258749131|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:28|7810076082|WF-BATCH  |01.02.2025|50404315|TODODIA DEO ROLL ON PREB SEM PR 70ML    |ZA0018|      1-|       510-|4191 258847336|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:28|7810075217|WF-BATCH  |01.02.2025|50462509|LUMINA PROTETOR TERM 150ML TERC PS      |ZCFV03|      1-|     2.323-|4191 258847329|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:28|7810074541|WF-BATCH  |01.02.2025|50463368|UNA BATOM ULTRA CARE 24H MARROM 10C 7ML |Z80002|      1-|     1.205-|4191 258847330|      |         |SM Ventas Retail  |
| 4100|4192|YR1|  2521|02.02.2025|05:52:28|7810075894|WF-BATCH  |01.02.2025|50496708|TODODIA DES ROLLON MANGA 70ML           |Z90005|      1-|       539-|4192 258811696|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:25|7810075039|WF-BATCH  |01.02.2025|50219909|NAT HOMEM SHAMPOO ANTI OLEOSIDADE 300ML |ZA0011|      1-|     1.114-|4191 258847315|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:25|7810074158|WF-BATCH  |01.02.2025|50326102|EKOS HID NECTAR MAOS MARACUJA 75G LTM   |Z90009|      1-|       681-|4191 258847311|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:25|7810075038|WF-BATCH  |01.02.2025|50377973|TODODIA SAB LIQUID FRUTAS VERM 300ML    |ZA0022|      1-|     1.043-|4191 258847322|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:25|7810075698|WF-BATCH  |01.02.2025|50460839|LUMINA COND HIDRATACAO 300ML PS         |ZA0007|      1-|     1.039-|4191 258847323|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:25|7810075893|WF-BATCH  |01.02.2025|50462479|LUMINA COND CR PENTEAR CACHOS 300ML PS  |Z80006|      1-|     1.147-|4191 258847319|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:25|7810074540|WF-BATCH  |01.02.2025|50462486|LUMINA COND MASC CACHEADO 250ML PS      |Z80004|      1-|     1.368-|4191 258847319|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:25|7810075697|WF-BATCH  |01.02.2025|50462509|LUMINA PROTETOR TERM 150ML TERC PS      |ZCFV03|      1-|     2.323-|4191 258847318|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:24|7810073964|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0030|      1-|       699-|4191 258847306|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:22|7810075305|WF-BATCH  |01.02.2025|50308141|TODODIA RF SAB LIQ FRAMBOESA 300ML      |Z80013|      1-|       773-|4191 258847305|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:22|7810074236|WF-BATCH  |01.02.2025|50326102|EKOS HID NECTAR MAOS MARACUJA 75G LTM   |Z90009|      1-|       681-|4191 258847294|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:22|7810075506|WF-BATCH  |01.02.2025|50391711|EKOS RF EDT PITANGA 150ML LTM           |Z60002|      1-|     1.678-|4191 258847302|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:22|7810075037|WF-BATCH  |01.02.2025|50394887|MMBB AGUA DE COLONIA 100ML NV           |Z90340|      1-|       791-|4191 258847288|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:22|7810074237|WF-BATCH  |01.02.2025|50462347|LUMINA COND AMPOLA MATIZACAO 20ML PS    |Z60004|      1-|     1.909-|4191 258847293|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:22|7810074235|WF-BATCH  |01.02.2025|50462368|LUMINA COND MASC RECONS 250ML PS        |ZB0023|      1-|     1.501-|4191 258847293|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:22|7810075117|WF-BATCH  |01.02.2025|50462489|LUMINA RF SH BRILHO COR 300ML           |Z60004|      1-|       710-|4191 258847295|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:22|7810075306|WF-BATCH  |01.02.2025|50462509|LUMINA PROTETOR TERM 150ML TERC PS      |ZCFV03|      1-|     2.323-|4191 258847293|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:19|7810074157|WF-BATCH  |01.02.2025|50271228|EKOS SAB LIQ GEL PITANGA 195ML LT       |Y90015|      1-|     1.014-|4191 258847286|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:19|7810076080|WF-BATCH  |01.02.2025|50271230|EKOS SAB LIQ CREM CASTANHA 195ML        |Z60007|      1-|     1.072-|4191 258847286|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:19|7810076079|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0030|      1-|       699-|4191 258847274|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:19|7810075644|WF-BATCH  |01.02.2025|50375449|HUMOR MEU PRIME HUMOR EDT FE 75ML LTM NV|Z70015|      1-|     2.645-|4191 258847279|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:19|7810076048|WF-BATCH  |01.02.2025|50391677|EKOS RF EDT CASTANHA 150ML LTM          |ZA0007|      1-|     1.554-|4191 258847285|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:19|7810074843|WF-BATCH  |01.02.2025|50401201|TODODIA HID DES NUVEM CAMOMIL 200ML TERC|Z2LL07|      1-|     2.393-|4191 258847276|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:19|7810074156|WF-BATCH  |01.02.2025|50424996|FESTIVAL DE HUMOR  EDT LTM 75ML         |Z70009|      1-|     2.778-|4191 258847272|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:15|7810074841|WF-BATCH  |01.02.2025|50219909|NAT HOMEM SHAMPOO ANTI OLEOSIDADE 300ML |ZA0011|      1-|     1.114-|4191 258847247|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:15|7810076047|WF-BATCH  |01.02.2025|50271228|EKOS SAB LIQ GEL PITANGA 195ML LT       |Y90015|      1-|     1.014-|4191 258847250|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:15|7810074842|WF-BATCH  |01.02.2025|50325671|EKOS FRESCOR CASTANHA EDT 150ML LTM     |Z90011|      1-|     2.601-|4191 258847260|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:15|7810075116|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0030|      1-|       699-|4191 258847267|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:15|7810075505|WF-BATCH  |01.02.2025|50326102|EKOS HID NECTAR MAOS MARACUJA 75G LTM   |Z90009|      1-|       681-|4191 258847270|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:15|7810075304|WF-BATCH  |01.02.2025|50361779|FACES DELINEADOR RETRATIL BLACK INK TERC|Y6LA01|      1-|       970-|4191 258847271|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:15|7810075892|WF-BATCH  |01.02.2025|50404315|TODODIA DEO ROLL ON PREB SEM PR 70ML    |ZA0018|      1-|       510-|4191 258847259|      |         |SM Ventas Retail  |
| 4100|4190|YR1|  2521|02.02.2025|05:52:15|7810075115|WF-BATCH  |01.02.2025|50462509|LUMINA PROTETOR TERM 150ML TERC PS      |Z8FV02|      1-|     2.323-|4190 258866437|      |         |SM Ventas Retail  |
| 4100|4191|YR1|  2521|02.02.2025|05:52:14|7810074727|WF-BATCH  |01.02.2025|50346257|TODODIA HID DES MANGA ROSA 400ML LTM    |Y90018|      1-|     1.519-|4191 258847267|      |         |SM Ventas Retail  |
| 4100|4190|YR1|  2521|02.02.2025|05:52:12|7810074840|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0031|      1-|       699-|4190 258866431|      |         |SM Ventas Retail  |
| 4100|4190|YR1|  2521|02.02.2025|05:52:12|7810074234|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0031|      1-|       699-|4190 258866434|      |         |SM Ventas Retail  |
| 4100|4190|YR1|  2521|02.02.2025|05:52:12|7810076078|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0031|      1-|       699-|4190 258866434|      |         |SM Ventas Retail  |
| 4100|4190|YR1|  2521|02.02.2025|05:52:12|7810074642|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0031|      1-|       699-|4190 258866435|      |         |SM Ventas Retail  |
| 4100|4190|YR1|  2521|02.02.2025|05:52:12|7810075696|WF-BATCH  |01.02.2025|50394887|MMBB AGUA DE COLONIA 100ML NV           |ZC0463|      1-|       791-|4190 258866436|      |         |SM Ventas Retail  |
| 4100|4190|YR1|  2521|02.02.2025|05:52:09|7810076045|WF-BATCH  |01.02.2025|50219909|NAT HOMEM SHAMPOO ANTI OLEOSIDADE 300ML |Z50009|      1-|     1.114-|4190 258866418|      |         |SM Ventas Retail  |
| 4100|4190|YR1|  2521|02.02.2025|05:52:09|7810076044|WF-BATCH  |01.02.2025|50264917|MMBB HID EMULSAO AUX PREV ESTRIAS 200ML |ZA0006|      1-|     1.174-|4190 258866419|      |         |SM Ventas Retail  |
| 4100|4190|YR1|  2521|02.02.2025|05:52:09|7810074233|WF-BATCH  |01.02.2025|50311532|EKOS DES HID POLPA TUKUMA 400ML LTM     |Z20004|      1-|     1.797-|4190 258866431|      |         |SM Ventas Retail  |
| 4100|4190|YR1|  2521|02.02.2025|05:52:09|7810075643|WF-BATCH  |01.02.2025|50356495|UNA CORRETIVO CUSHION NUDE ME 10N       |Z60002|      1-|     1.547-|4190 258866423|      |         |SM Ventas Retail  |
| 4100|4190|YR1|  2521|02.02.2025|05:52:09|7810075642|WF-BATCH  |01.02.2025|50431669|TODODIA PERF AROM AMB NOT 200ML LTM     |Z70005|      1-|     1.720-|4190 258866422|      |         |SM Ventas Retail  |
| 4100|4190|YR1|  2521|02.02.2025|05:52:09|7810074354|WF-BATCH  |01.02.2025|50460793|LUMINA SH NUTRICAO 300ML PS             |ZA0018|      1-|     1.074-|4190 258866427|      |         |SM Ventas Retail  |
| 4100|4190|YR1|  2521|02.02.2025|05:52:09|7810074353|WF-BATCH  |01.02.2025|50460833|LUMINA COND NUTRICAO 300ML PS           |ZA0013|      1-|     1.026-|4190 258866427|      |         |SM Ventas Retail  |
| 4100|4190|YR1|  2521|02.02.2025|05:52:09|7810076046|WF-BATCH  |01.02.2025|50462475|LUMINA COND BRILHO COR 300ML PS         |Z70008|      1-|     1.013-|4190 258866417|      |         |SM Ventas Retail  |
| 4100|4190|YR1|  2521|02.02.2025|05:52:09|7810073963|WF-BATCH  |01.02.2025|50496708|TODODIA DES ROLLON MANGA 70ML           |Z90005|      1-|       539-|4190 258866415|      |         |SM Ventas Retail  |
| 4100|4190|YR1|  2521|02.02.2025|05:52:08|7810074725|WF-BATCH  |01.02.2025|50343132|ERVA DOCE DES ROLLON ANTIMANCHA 70ML    |ZB0057|      1-|       523-|4190 258866421|      |         |SM Ventas Retail  |
| 4100|4190|YR1|  2521|02.02.2025|05:52:08|7810074726|WF-BATCH  |01.02.2025|50350245|UNA REF BASE HD 21Q 21C                 |Z80004|      1-|     1.719-|4190 258866428|      |         |SM Ventas Retail  |
| 4100|4190|YR1|  2521|02.02.2025|05:52:06|7810075504|WF-BATCH  |01.02.2025|50326039|EKOS HID POLPA MAOS CASTANHA 75G LTM    |ZB0031|      1-|       699-|4190 258866406|      |         |SM Ventas Retail  |
| 4100|4190|YR1|  2521|02.02.2025|05:52:06|7810076077|WF-BATCH  |01.02.2025|50326102|EKOS HID NECTAR MAOS MARACUJA 75G LTM   |ZA0010|      1-|       681-|4190 258866409|      |         |SM Ventas Retail  |
| 4100|4190|YR1|  2521|02.02.2025|05:52:06|7810076042|WF-BATCH  |01.02.2025|50343132|ERVA DOCE DES ROLLON ANTIMANCHA 70ML    |ZB0057|      1-|       523-|4190 258866414|      |         |SM Ventas Retail  |
